A	Coef.BasalvsLP	Coef.BasalvsML	Coef.LPvsML	t.BasalvsLP	t.BasalvsML	t.LPvsML	p.value.BasalvsLP	p.value.BasalvsML	p.value.LPvsML	Res.BasalvsLP	Res.BasalvsML	Res.LPvsML	Genes.ENTREZID	Genes.SYMBOL	Genes.TXCHROM
5.18	-2.703	-0.889	1.815	-6.9	0	3.55	6e-05	0.66507	0.00376	-1	0	0	52662	Ldlrad4	chr18
6.1	-0.454	0.179	0.633	0	0	0	0.99744	0.9998	0.98722	0	0	0	108654	Fam210a	chr18
4.93	-0.273	-0.031	0.241	0	0	0	0.99949	0.99997	0.99972	0	0	0	67897	Rnmt	chr18
-0.7	-2.58	-0.827	1.753	-3.93	0	2.02	0.00221	0.65422	0.03945	-1	0	0	17203	Mc5r	chr18
6.21	1.289	1.164	-0.126	1.64	0.94	0	0.06942	0.18842	0.99972	0	0	0	21413	Tcf4	chr18
3.8	-0.385	-2.016	-1.631	0	-4.02	-2.58	0.97312	0.00195	0.01629	0	-1	0	381175	Ccdc68	chr18
4.45	-1.274	-2.712	-1.438	-1.11	-7.2	-2.03	0.15025	5e-05	0.03829	0	-1	0	80718	Rab27b	chr18
-2	-6.445	-3.241	3.204	-8.86	-3.42	4.78	1e-05	0.00467	0.00071	-1	-1	1	75577	Dynap	chr18
1.37	3.847	4.497	0.65	7.35	8.81	0	4e-05	1e-05	0.77697	1	1	0	269033	4930503L19Rik	chr18
2.95	-1.538	-2.017	-0.479	-2.51	-4.9	0	0.01815	0.00061	0.9891	0	-1	0	26447	Poli	chr18
6.29	-0.021	-0.075	-0.054	0	0	0	0.99999	0.99997	0.99999	0	0	0	17191	Mbd2	chr18
7.33	0.301	1.205	0.904	0	1.3	0	0.99888	0.11553	0.7366	0	0	0	240396	Mex3c	chr18
6.84	-0.388	-0.001	0.387	0	0	0	0.99974	1	0.99985	0	0	0	17128	Smad4	chr18
2.96	-0.653	-0.061	0.592	0	0	0	0.90578	0.99874	0.94046	0	0	0	114615	Elac1	chr18
3.56	1.511	1.455	-0.056	2.09	1.92	0	0.03488	0.0459	0.9988	0	0	0	107029	Me2	chr18
0.8	-0.666	-0.995	-0.329	0	0	0	0.81182	0.50591	0.96193	0	0	0	225724	Mapk4	chr18
0.85	3.364	2.779	-0.585	8.26	7.05	0	2e-05	5e-05	0.89667	1	1	0	66468	Ska1	chr18
6.47	0.215	0.229	0.014	0	0	0	0.99996	0.99996	1	0	0	0	74322	Cxxc1	chr18
7.14	-2.049	-1.108	0.941	-4.27	-0.44	0	0.00139	0.33497	0.5984	-1	0	0	17190	Mbd1	chr18
0.24	-1.076	-0.617	0.46	-0.28	0	0	0.39381	0.89925	0.96592	0	0	0	74453	Cfap53	chr18
4.69	-3.745	-3.985	-0.241	-16.32	-17.81	0	0	0	0.99978	-1	-1	0	17919	Myo5b	chr18
6.24	0.088	0.135	0.047	0	0	0	0.99988	0.9998	0.99996	0	0	0	52538	Acaa2	chr18
4.09	4.257	4.663	0.406	11.36	12.74	0	0	0	0.95854	1	1	0	16891	Lipg	chr18
3.73	-0.615	0.037	0.652	0	0	0	0.97332	0.9999	0.96605	0	0	0	319195	Rpl17	chr18
0.2	-0.334	0.513	0.847	0	0	0	0.97918	0.93573	0.69961	0	0	0	100217457	Snord58b	chr14
5.27	-0.14	-0.671	-0.531	0	0	0	0.9997	0.96417	0.9926	0	0	0	407819	BC031181	chr18
5.54	-0.346	-0.355	-0.009	0	0	0	0.99927	0.99923	1	0	0	0	69190	Dym	chr18
7.49	1.084	1.026	-0.057	0.59	0.18	0	0.28726	0.42921	0.99997	0	0	0	17131	Smad7	chr18
4.42	0.496	0.899	0.403	0	0	0	0.9969	0.75806	0.99887	0	0	0	269037	Ctif	chr18
4.17	0.628	2.385	1.758	0	5.3	3	0.92337	0.00037	0.00865	0	1	0	207259	Zbtb7c	chr18
6.26	-0.44	-0.414	0.026	0	0	0	0.99928	0.99945	1	0	0	0	17126	Smad2	chr18
5.15	0.014	0.029	0.015	0	0	0	0.99998	0.99997	0.99999	0	0	0	66191	Ier3ip1	chr18
4.04	0.071	-0.24	-0.312	0	0	0	0.99988	0.99947	0.9991	0	0	0	76987	Hdhd2	chr18
6.23	-0.202	0.28	0.482	0	0	0	0.99994	0.99988	0.99937	0	0	0	17344	Pias2	chr18
-0.95	2.787	3.967	1.18	3.15	4.93	0.28	0.00691	6e-04	0.39943	1	1	0	225743	Rnf165	chr18
4.9	-0.165	0.212	0.377	0	0	0	0.99994	0.99991	0.99967	0	0	0	212163	8030462N17Rik	chr18
-0.01	-0.653	0.574	1.228	0	0	0.42	0.73754	0.77494	0.34524	0	0	0	100503152	Gm19578	NA
3.21	0.885	0.705	-0.18	0	0	0	0.70944	0.91658	0.99846	0	0	0	225745	Haus1	chr18
9.7	0.407	0.225	-0.182	0	0	0	0.99923	0.99986	0.99995	0	0	0	11946	Atp5a1	chr18
2.77	-3.13	-2.577	0.553	-6.95	-5.13	0	6e-05	0.00046	0.94548	-1	-1	0	19201	Pstpip2	chr18
5.37	-0.909	-1.282	-0.373	0	-1.92	0	0.72164	0.04569	0.99909	0	0	0	100502841	Epg5	chr18
0.04	4.956	2.746	-2.21	3.94	2.28	-1.2	0.00234	0.02688	0.13947	1	0	0	108052	Slc14a1	chr18
6.57	-1.091	-0.717	0.374	-0.69	0	0	0.25507	0.96716	0.9995	0	0	0	240427	Setbp1	chr18
3.81	3.46	3.937	0.477	10.13	11.98	0	0	0	0.96154	1	1	0	93737	Pard6g	chr18
5.36	-0.342	-0.803	-0.46	0	0	0	0.99846	0.88026	0.99681	0	0	0	240442	Adnp2	chr18
3.02	0.162	-0.075	-0.236	0	0	0	0.99957	0.99987	0.99933	0	0	0	68731	Rbfa	chr18
7.47	0.04	0.37	0.33	0	0	0	0.99999	0.99956	0.99983	0	0	0	27366	Txnl4a	chr18
1.16	-0.552	-1.024	-0.472	0	-0.08	0	0.89149	0.47103	0.93794	0	0	0	66255	Hsbp1l1	chr18
8.37	0.889	1.072	0.183	0	0.36	0	0.70518	0.36242	0.99919	0	0	0	66943	Pqlc1	chr18
-1.52	1.518	2.535	1.017	1.11	3.16	0.03	0.1498	0.00682	0.48918	0	1	0	240444	Kcng2	chr18
5.21	-0.083	0.219	0.302	0	0	0	0.99962	0.99859	0.99783	0	0	0	67655	Ctdp1	chr18
5.1	2.135	1.346	-0.79	8.5	2.72	0	1e-05	0.01325	0.92954	1	0	0	18018	Nfatc1	chr18
6.43	-0.295	-0.188	0.106	0	0	0	0.99978	0.99992	0.99998	0	0	0	50771	Atp9b	chr18
6.01	-3.417	-3.169	0.248	-9.87	-8.85	0	0	1e-05	0.99563	-1	-1	0	17196	Mbp	chr18
6.16	-0.224	-0.232	-0.008	0	0	0	0.99993	0.99993	1	0	0	0	329002	Zfp236	chr18
6.41	-0.525	-0.398	0.127	0	0	0	0.96681	0.9863	0.99878	0	0	0	329003	Zfp516	chr18
4.94	1.597	1.642	0.045	4.94	5.37	0	0.00058	0.00034	0.99999	1	1	0	110796	Tshz1	chr18
4.05	1.594	1.36	-0.234	4.22	2.67	0	0.00147	0.0143	0.99971	1	0	0	225791	Zadh2	chr18
4.95	-0.402	-0.204	0.198	0	0	0	0.99937	0.99991	0.99994	0	0	0	240476	Zfp407	chr18
5.18	0.17	-0.432	-0.602	0	0	0	0.99988	0.99875	0.99323	0	0	0	66054	Cndp2	chr18
5.51	-1.512	-0.101	1.411	-3.46	0	2.94	0.0043	0.99988	0.0094	-1	0	0	109672	Cyb5a	chr18
3.18	0.779	0.564	-0.215	0	0	0	0.87526	0.98272	0.99898	0	0	0	67105	Timm21	chr18
2.6	0.501	-0.831	-1.332	0	0	-1.76	0.98098	0.81237	0.05793	0	0	0	665402	Gm7623	NA
4.95	-0.24	-0.017	0.222	0	0	0	0.99911	0.99996	0.99942	0	0	0	54607	Socs6	chr18
3.52	0.239	0.574	0.335	0	0	0	0.9992	0.98419	0.99828	0	0	0	246102	Rttn	chr18
6.49	0.156	-0.014	-0.17	0	0	0	0.9992	0.99994	0.99941	0	0	0	67988	Tmx3	chr18
3.12	-0.383	-0.52	-0.137	0	0	0	0.99759	0.99245	0.99981	0	0	0	20589	Ighmbp2	chr19
3.56	0.302	-0.031	-0.333	0	0	0	0.99693	0.99988	0.99676	0	0	0	353242	Mrpl21	chr19
7.05	0.175	-0.602	-0.777	0	0	0	0.99984	0.98924	0.93882	0	0	0	12894	Cpt1a	chr19
0.15	3.261	3.114	-0.147	4.23	4.23	0	0.00147	0.00147	0.95293	1	1	0	14419	Gal	chr19
7.57	-0.16	-0.227	-0.067	0	0	0	0.99987	0.99976	0.99998	0	0	0	52036	Ppp6r3	chr19
8.24	0.329	-0.31	-0.639	0	0	0	0.9993	0.99936	0.98804	0	0	0	16973	Lrp5	chr19
4.7	1.127	0.591	-0.536	1.02	0	0	0.16852	0.99543	0.99758	0	0	0	72056	1810055G02Rik	chr19
6.83	-1.057	-0.486	0.571	-0.49	0	0	0.31752	0.99896	0.99804	0	0	0	225888	Kmt5b	chr19
8.59	-1.977	-0.109	1.868	-3.63	0	3.49	0.00338	0.99672	0.00415	-1	0	0	12660	Chka	chr19
6.53	-1.319	-1.208	0.111	-2.57	-1.67	0	0.01654	0.06653	0.99998	0	0	0	27060	Tcirg1	chr19
5.38	0.405	-0.181	-0.586	0	0	0	0.99862	0.99985	0.99315	0	0	0	225887	Ndufs8	chr19
2.68	-1.784	-3.435	-1.651	-2.7	-8.91	-2.8	0.01359	1e-05	0.01165	0	-1	0	67689	Aldh3b1	chr19
4.54	-1.414	-2.239	-0.825	-3.02	-9.27	0	0.00828	1e-05	0.90614	-1	-1	0	54445	Unc93b1	chr19
-0.7	-3.031	-4.24	-1.209	-5.52	-9.14	-0.78	0.00029	1e-05	0.22949	-1	-1	0	73458	Aldh3b3	chr19
0.9	-3.596	-4.979	-1.383	-5.87	-9.24	-1.31	2e-04	1e-05	0.11403	-1	-1	0	621603	Aldh3b2	chr19
1.62	-1.379	-2.114	-0.735	-1.4	-4.3	0	0.09967	0.00132	0.85789	0	-1	0	71670	Acy3	chr19
3.21	0.214	-0.577	-0.791	0	0	0	0.99951	0.98994	0.90322	0	0	0	66387	Nudt8	chr19
2.15	0.215	-0.734	-0.949	0	0	0	0.99634	0.88341	0.59439	0	0	0	60425	Doc2g	chr19
6.52	0.304	-0.11	-0.414	0	0	0	0.99982	0.99997	0.99966	0	0	0	17995	Ndufv1	chr19
4.4	0.905	-0.105	-1.01	0	0	-0.05	0.68454	0.99961	0.47917	0	0	0	14870	Gstp1	chr19
4.55	-0.126	-0.703	-0.577	0	0	0	0.99964	0.9459	0.9856	0	0	0	52004	Cdk2ap2	chr19
5.96	-1.058	-0.672	0.385	-0.43	0	0	0.33929	0.97937	0.99938	0	0	0	18739	Pitpnm1	chr19
4.83	1.372	0.633	-0.739	2.4	0	0	0.02162	0.98072	0.94218	0	0	0	11632	Aip	chr19
5.3	-0.246	-0.755	-0.509	0	0	0	0.99971	0.94618	0.99744	0	0	0	66990	Tmem134	chr19
6.71	-0.473	-0.645	-0.172	0	0	0	0.99829	0.98759	0.99994	0	0	0	23789	Coro1b	chr19
4.32	-0.858	-0.328	0.53	0	0	0	0.74724	0.99447	0.97957	0	0	0	58988	Rps6kb2	chr19
1.58	-1.055	-1.34	-0.285	-0.23	-1.49	0	0.41123	0.08739	0.99534	0	0	0	107239	Carns1	chr19
7.69	-0.247	-0.414	-0.167	0	0	0	0.99972	0.99861	0.99992	0	0	0	19045	Ppp1ca	chr19
2.89	-0.389	-0.343	0.045	0	0	0	0.98601	0.99052	0.9995	0	0	0	19367	Rad9a	chr19
2.97	-0.251	0.836	1.086	0	0	0.24	0.96868	0.66338	0.41011	0	0	0	56708	Clcf1	chr19
3.07	-0.588	-0.749	-0.162	0	0	0	0.97411	0.90474	0.99952	0	0	0	69745	Pold4	chr19
6.64	-0.728	-1.333	-0.605	0	-2.18	0	0.94439	0.03062	0.98798	0	0	0	245857	Ssh3	chr19
3.46	-0.773	-1.413	-0.64	0	-2.16	0	0.85633	0.0313	0.95992	0	0	0	68423	Ankrd13d	chr19
7.02	-1.157	-0.973	0.184	-1.15	0	0	0.14157	0.57706	0.9999	0	0	0	110355	Grk2	chr19
7.52	-0.458	-0.371	0.088	0	0	0	0.99651	0.99844	0.99994	0	0	0	225876	Kdm2a	chr19
4.03	0.237	-0.176	-0.413	0	0	0	0.99987	0.99994	0.99945	0	0	0	11854	Rhod	chr19
4.38	1.236	2.46	1.224	1.06	6.18	0.96	0.1607	0.00013	0.18343	0	1	0	171180	Syt12	chr19
-1.01	-4.411	-2.223	2.188	-9.42	-3.2	3.89	1e-05	0.00639	0.00232	-1	-1	0	69861	2010003K11Rik	chr19
5.6	-3.424	-2.88	0.544	-13.5	-10.48	0	0	0	0.98922	-1	-1	0	18563	Pcx	chr19
5.47	0.957	1.227	0.27	0	1.33	0	0.59592	0.10942	0.99901	0	0	0	225875	Lrfn4	chr19
5.03	-0.011	0.196	0.207	0	0	0	1	0.99991	0.99992	0	0	0	19671	Rce1	chr19
5.43	-4.982	-5.114	-0.132	-24.28	-25.03	0	0	0	0.99994	-1	-1	0	20743	Sptbn2	chr19
4.09	0.101	0.602	0.501	0	0	0	0.99947	0.96463	0.98579	0	0	0	66704	Rbm4b	chr19
3.88	-0.166	0.01	0.176	0	0	0	0.99973	0.99999	0.99976	0	0	0	19653	Rbm4	chr19
5.03	0.761	0.83	0.069	0	0	0	0.95674	0.90078	0.99998	0	0	0	56275	Rbm14	chr19
4.3	-0.019	-0.765	-0.746	0	0	0	0.99999	0.95523	0.96717	0	0	0	12460	Ccs	chr19
4.02	1.467	1.206	-0.262	3.05	1.4	0	0.00791	0.10015	0.99937	1	0	0	56464	Ctsf	chr19
3.14	-1.206	-1.577	-0.371	-0.81	-2.33	0	0.22124	0.02418	0.98804	0	0	0	70605	Zdhhc24	chr19
2.67	0.222	0.034	-0.187	0	0	0	0.99901	0.99992	0.99938	0	0	0	52028	Bbs1	chr19
5.33	0.472	-0.028	-0.499	0	0	0	0.98674	0.99986	0.98691	0	0	0	75221	Dpp3	chr19
1.46	-0.577	0.568	1.145	0	0	0.51	0.91707	0.90913	0.3118	0	0	0	240518	Peli3	chr19
4.2	0.142	-0.029	-0.171	0	0	0	0.99915	0.99987	0.99912	0	0	0	66419	Mrpl11	chr19
-2.88	4.594	4.96	0.366	4.55	5.04	0	0.00101	0.00054	0.83354	1	1	0	225872	Npas4	chr19
2.12	0.416	0.927	0.511	0	0	0	0.99081	0.63745	0.97902	0	0	0	13340	Slc29a2	chr19
3.51	2.229	1.67	-0.559	4.32	2.53	0	0.00129	0.01772	0.91908	1	0	0	108902	B4gat1	chr19
4.38	-1.77	-1.75	0.02	-6.15	-6.04	0	0.00014	0.00016	1	-1	-1	0	107392	Brms1	chr19
4.47	0.752	0.134	-0.618	0	0	0	0.81991	0.997	0.92092	0	0	0	225870	Rin1	chr19
2.83	-0.585	1.594	2.18	0	1.12	2.32	0.8057	0.14749	0.02473	0	0	0	70445	Cd248	chr19
-0.66	-0.751	-2.499	-1.748	0	-3.7	-1.95	0.70597	0.00305	0.04343	0	-1	0	381199	Tmem151a	chr19
4.62	-0.438	-0.527	-0.089	0	0	0	0.99882	0.99713	0.99998	0	0	0	68090	Yif1a	chr19
1.25	3.456	2.492	-0.964	7.83	5.59	0	3e-05	0.00026	0.54335	1	1	0	12794	Cnih2	chr19
6.89	0.092	-0.337	-0.428	0	0	0	0.99997	0.99969	0.99951	0	0	0	76308	Rab1b	chr19
4.54	0.514	-0.194	-0.707	0	0	0	0.99589	0.99985	0.971	0	0	0	16594	Klc2	chr19
6.61	-1.789	-0.795	0.994	-5.3	0	0	0.00037	0.89808	0.51754	-1	0	0	107975	Pacs1	chr19
7.7	-0.082	-0.212	-0.13	0	0	0	0.99995	0.99979	0.99995	0	0	0	319322	Sf3b2	chr19
-0.48	0.567	-0.529	-1.096	0	0	-0.16	0.76358	0.80778	0.44127	0	0	0	73720	Cst6	chr19
5.8	0.81	0.574	-0.236	0	0	0	0.89418	0.99222	0.9998	0	0	0	23825	Banf1	chr19
4.85	-0.242	0.198	0.44	0	0	0	0.99869	0.99907	0.99434	0	0	0	69860	Eif1ad	chr19
6.31	-0.381	-0.08	0.301	0	0	0	0.99982	0.99999	0.99995	0	0	0	20227	Sart1	chr19
6.4	0.266	0.104	-0.162	0	0	0	0.99992	0.99998	0.99998	0	0	0	66556	Drap1	chr19
5.26	-0.108	0.1	0.208	0	0	0	0.9996	0.99964	0.99926	0	0	0	107242	AI837181	chr19
6.08	0.11	1.082	0.972	0	0.36	0	0.99845	0.36251	0.55029	0	0	0	14283	Fosl1	chr19
5.69	1.138	2.058	0.92	0.93	7.05	0	0.18955	5e-05	0.70734	0	1	0	240514	Ccdc85b	chr19
4.93	-0.452	-0.367	0.086	0	0	0	0.99935	0.99975	0.99999	0	0	0	58249	Fibp	chr19
5.39	0.546	0.41	-0.136	0	0	0	0.99868	0.99976	0.99999	0	0	0	58859	Efemp2	chr19
3.83	0.539	0.454	-0.085	0	0	0	0.99362	0.99767	0.99993	0	0	0	71711	Mus81	chr19
8.88	1.069	0.809	-0.261	0.57	0	0	0.29288	0.92097	0.99993	0	0	0	12631	Cfl1	chr19
1.16	0.854	0.689	-0.165	0	0	0	0.64795	0.79887	0.97943	0	0	0	225861	Snx32	chr19
5.37	-0.579	-0.732	-0.153	0	0	0	0.93225	0.83984	0.99693	0	0	0	18426	Ovol1	chr19
3.44	-0.501	-0.254	0.248	0	0	0	0.99278	0.99923	0.99941	0	0	0	381201	Ap5b1	chr19
4.01	0.509	0.331	-0.178	0	0	0	0.99599	0.99941	0.99986	0	0	0	68209	Rnaseh2c	chr19
5.83	-0.791	-0.447	0.344	0	0	0	0.92515	0.99852	0.99965	0	0	0	81601	Kat5	chr19
8.43	-0.998	-0.366	0.632	0	0	0	0.50431	0.99572	0.96869	0	0	0	19697	Rela	chr19
4.12	0.38	0.777	0.397	0	0	0	0.9991	0.93031	0.99899	0	0	0	20469	Sipa1	chr19
6.97	0.04	-0.124	-0.165	0	0	0	0.99999	0.99998	0.99998	0	0	0	104401	Pcnx3	chr19
6.48	-1.173	-0.749	0.423	-0.86	0	0	0.20806	0.87548	0.99223	0	0	0	26403	Map3k11	chr19
0.16	0.734	0.634	-0.099	0	0	0	0.78385	0.86548	0.99284	0	0	0	16530	Kcnk7	chr19
5.88	1.342	1.231	-0.111	2.27	1.55	0	0.02646	0.08007	0.9999	0	0	0	114601	Ehbp1l1	chr19
4.88	0.251	0.3	0.048	0	0	0	0.99957	0.99937	0.99997	0	0	0	17826	Fam89b	chr19
3.52	0.779	0.536	-0.243	0	0	0	0.89954	0.9919	0.99937	0	0	0	56390	Sssca1	chr19
8.9	-0.1	-0.221	-0.121	0	0	0	0.99987	0.99956	0.99991	0	0	0	16998	Ltbp3	chr19
6.21	-0.494	-0.43	0.064	0	0	0	0.99943	0.99974	1	0	0	0	78891	Scyl1	chr19
9.69	-1.823	-1.282	0.541	-1.94	-0.67	0	0.04431	0.26219	0.85992	0	0	0	72289	Malat1	chr19
8.54	-3.216	-2.831	0.385	-8.86	-7.33	0	1e-05	4e-05	0.9831	-1	-1	0	66961	Neat1	chr19
5.49	-0.3	-0.185	0.115	0	0	0	0.99945	0.99981	0.99993	0	0	0	67457	Frmd8	chr19
2.18	-1.871	-1.379	0.493	-3.7	-1.6	0	0.00304	0.07464	0.97956	-1	0	0	107375	Slc25a45	chr19
0.16	0.019	0.598	0.579	0	0	0	0.99877	0.87765	0.88862	0	0	0	332359	Tigd3	chr19
5.74	-0.135	-0.243	-0.108	0	0	0	0.99995	0.99985	0.99997	0	0	0	19708	Dpf2	chr19
1.11	-1.161	-0.05	1.111	-0.55	0	0.38	0.2993	0.99697	0.35632	0	0	0	104252	Cdc42ep2	chr19
3.62	1.508	0.968	-0.54	2.93	0	0	0.0095	0.57453	0.98604	1	0	0	18969	Pola2	chr19
6.14	0.071	-1.145	-1.216	0	-0.88	-1.39	0.99985	0.20201	0.10042	0	0	0	12333	Capn1	chr19
6.27	-0.592	-0.245	0.347	0	0	0	0.98736	0.99953	0.99924	0	0	0	74126	Syvn1	chr19
4.34	0.111	-0.053	-0.164	0	0	0	0.99932	0.99974	0.99912	0	0	0	18120	Mrpl49	chr19
4.68	0.252	0.459	0.207	0	0	0	0.99988	0.99904	0.99994	0	0	0	14109	Fau	chr19
3	0.14	-0.215	-0.355	0	0	0	0.99944	0.99916	0.99728	0	0	0	29805	Znhit2	chr19
2.49	-0.606	-0.968	-0.362	0	0	0	0.96907	0.57089	0.99741	0	0	0	73166	Tm7sf2	chr19
5.47	-0.691	-0.667	0.024	0	0	0	0.9879	0.99137	1	0	0	0	68505	Vps51	chr19
4.3	-0.44	-0.454	-0.014	0	0	0	0.99895	0.99888	1	0	0	0	81909	Zfpl1	chr19
1.56	2.23	1.961	-0.27	4.06	3.4	0	0.00185	0.00471	0.97692	1	1	0	67849	Cdca5	chr19
2.17	0.758	0.052	-0.706	0	0	0	0.86967	0.99978	0.91583	0	0	0	66406	Sac3d1	chr19
3.7	-0.796	-1.31	-0.514	0	-2.31	0	0.90961	0.02484	0.99749	0	0	0	69024	Snx15	chr19
3.87	1.073	-0.106	-1.179	0.44	0	-1.11	0.33756	0.99984	0.14924	0	0	0	56327	Arl2	chr19
-1.1	2.478	1.491	-0.987	3.43	1.27	0	0.00452	0.11998	0.5126	1	0	0	74481	Batf2	chr19
4.23	-0.498	-0.872	-0.374	0	0	0	0.99702	0.81971	0.99945	0	0	0	225849	Ppp2r5b	chr19
6.48	-1.723	-2.023	-0.3	-6.47	-9.11	0	1e-04	1e-05	0.99992	-1	-1	0	329015	Atg2a	chr19
7.82	-2.193	-1.943	0.25	-8.61	-6.8	0	1e-05	7e-05	0.99978	-1	-1	0	13660	Ehd1	chr19
6.9	-0.033	0.059	0.092	0	0	0	0.99997	0.99994	0.99994	0	0	0	240505	Cdc42bpg	chr19
4.76	-0.06	-0.129	-0.069	0	0	0	0.99993	0.99984	0.99994	0	0	0	17283	Men1	chr19
4.57	0.927	0.965	0.038	0	0	0	0.70106	0.60265	0.99998	0	0	0	26412	Map4k2	chr19
8.81	-0.249	0.181	0.43	0	0	0	0.99975	0.99987	0.99918	0	0	0	22668	Sf1	chr19
2.72	0.12	1.065	0.945	0	0.31	0	0.99899	0.3836	0.60044	0	0	0	19309	Pygm	chr19
-1.25	2.562	2.677	0.116	2.5	2.73	0	0.01871	0.01314	0.95603	0	0	0	19395	Rasgrp2	chr19
-0.27	-2.021	-5.376	-3.355	-2.42	-11.43	-7.5	0.02111	0	4e-05	0	-1	-1	18190	Nrxn2	chr19
4.66	0.216	0.252	0.036	0	0	0	0.99985	0.99981	0.99999	0	0	0	56613	Rps6ka4	chr19
1.09	-3.482	-2.88	0.603	-7.97	-5.97	0	2e-05	0.00017	0.93363	-1	-1	0	78317	Ccdc88b	chr19
6.31	-0.636	-1.101	-0.465	0	-0.92	0	0.99472	0.19221	0.9996	0	0	0	54683	Prdx5	chr19
3.72	0.553	0.387	-0.166	0	0	0	0.98566	0.99725	0.99957	0	0	0	67674	Trmt112	chr19
4.45	-0.92	-0.998	-0.078	0	0	0	0.62747	0.50308	0.99905	0	0	0	26379	Esrra	chr19
-0.17	2.925	2.706	-0.219	5.65	5.41	0	0.00025	0.00033	0.97299	1	1	0	67077	Catsperz	chr19
4.14	0.076	-0.982	-1.058	0	0	-0.4	0.99988	0.54674	0.34972	0	0	0	107173	Gpr137	chr19
3.81	0.311	-0.308	-0.619	0	0	0	0.99758	0.99823	0.97215	0	0	0	12015	Bad	chr19
6.6	-0.151	-0.671	-0.52	0	0	0	0.99997	0.98997	0.99905	0	0	0	18797	Plcb3	chr19
4.27	0.173	-0.36	-0.534	0	0	0	0.99873	0.99541	0.98192	0	0	0	18938	Ppp1r14b	chr19
4.8	-0.401	-0.615	-0.214	0	0	0	0.99931	0.99292	0.99993	0	0	0	14227	Fkbp2	chr19
3.52	0.215	0.356	0.14	0	0	0	0.99793	0.9942	0.999	0	0	0	22340	Vegfb	chr19
3.85	-0.265	-0.804	-0.539	0	0	0	0.99959	0.90577	0.99585	0	0	0	57431	Dnajc4	chr19
2.94	0.393	-0.394	-0.786	0	0	0	0.99727	0.99813	0.89988	0	0	0	68323	Nudt22	chr19
2.01	-0.184	-0.489	-0.305	0	0	0	0.99874	0.98795	0.99753	0	0	0	107328	Trpt1	chr19
1.38	0.858	0.231	-0.627	0	0	0	0.67919	0.98978	0.88512	0	0	0	108101	Fermt3	chr19
7.43	0.709	0.108	-0.601	0	0	0	0.98573	0.99998	0.99791	0	0	0	20867	Stip1	chr19
4	-0.063	-0.189	-0.126	0	0	0	0.99997	0.9999	0.99995	0	0	0	107227	Macrod1	chr19
-1.45	5.21	3.051	-2.159	8.86	5.38	-2.38	1e-05	0.00034	0.0226	1	1	0	396184	Flrt1	chr19
5.91	-0.253	-0.609	-0.356	0	0	0	0.99995	0.99714	0.99991	0	0	0	107260	Otub1	chr19
6.91	0.279	-0.507	-0.787	0	0	0	0.99974	0.9973	0.94275	0	0	0	12868	Cox8a	chr19
4.63	-1.068	-1.319	-0.251	-0.46	-2.21	0	0.32763	0.02915	0.99974	0	0	0	70999	Naa40	chr19
0.98	-1.653	-3.447	-1.793	-2.13	-8.57	-3.31	0.03291	1e-05	0.00542	0	-1	0	104383	Rcor2	chr19
6.95	-0.665	-1.017	-0.352	0	-0.13	0	0.9842	0.44841	0.99966	0	0	0	13728	Mark2	chr19
5.93	-0.044	-0.483	-0.439	0	0	0	0.99999	0.99907	0.99961	0	0	0	68229	AI846148	chr19
5.87	-0.164	0.1	0.264	0	0	0	0.99975	0.99987	0.99959	0	0	0	108899	2700081O15Rik	chr19
8.06	-0.773	-0.578	0.194	0	0	0	0.95771	0.9967	0.99997	0	0	0	20168	Rtn3	chr19
7.27	0.265	-0.05	-0.315	0	0	0	0.99899	0.9999	0.99903	0	0	0	109168	Atl3	chr19
5.34	-1.657	-2.292	-0.635	-5.67	-11.22	0	0.00024	0	0.9958	-1	-1	0	225845	Pla2g16	chr19
2.84	-1.241	-2.29	-1.049	-1.18	-6.66	-0.28	0.13679	8e-05	0.39349	0	-1	0	56072	Lgals12	chr19
0.14	-0.664	0.362	1.026	0	0	0.07	0.79573	0.92789	0.47395	0	0	0	402757	9830166K06Rik	chr19
2.62	-0.489	-0.124	0.365	0	0	0	0.89525	0.98399	0.9423	0	0	0	12669	Chrm1	chr19
8.59	-0.795	0.281	1.075	0	0	0.39	0.81961	0.99564	0.35397	0	0	0	17254	Slc3a2	chr19
6.2	-0.162	0.434	0.597	0	0	0	0.99996	0.99934	0.99693	0	0	0	83673	Snhg1	chr19
1.34	-0.528	0.62	1.148	0	0	0.28	0.80976	0.75418	0.39641	0	0	0	100127111	Snord22	chr19
4.98	0.038	0.228	0.189	0	0	0	0.99999	0.99987	0.99993	0	0	0	107071	Wdr74	chr19
6.55	-0.694	-0.26	0.435	0	0	0	0.9896	0.99994	0.99977	0	0	0	56389	Stx5a	chr19
7.52	0.12	0.432	0.312	0	0	0	0.99996	0.99908	0.99984	0	0	0	53319	Nxf1	chr19
4.1	0.26	-0.007	-0.267	0	0	0	0.99821	0.99998	0.99849	0	0	0	66836	Tmem223	chr19
3.61	-0.789	-1.012	-0.223	0	-0.08	0	0.88823	0.46993	0.99964	0	0	0	67706	Tmem179b	chr19
2.11	-0.109	-0.319	-0.21	0	0	0	0.99665	0.98632	0.99366	0	0	0	225895	Taf6l	chr19
5.07	0.404	-0.261	-0.665	0	0	0	0.99262	0.99792	0.9488	0	0	0	67710	Polr2g	chr19
